,Object_code,Function_code,Title,Category_State,Category_Edstruments,Major_Category_Edstruments,State
4469,6141,,Certificated Employees Unused Leave and/or Severance Pay,Salaries,Other Salaries,Salaries,Mississippi
4470,6150,,Classified Salaries - Regular,Salaries,Other Salaries,Salaries,Mississippi
4471,6151,,Classified Salaries - Regular,Salaries,Other Salaries,Salaries,Mississippi
4472,6152,,Instructional Aide Salaries,Salaries,Support Staff Salaries,Salaries,Mississippi
4473,6153,,Classified Substitute Salaries,Salaries,Teachers Salaries,Salaries,Mississippi
4474,6160,,Classified Salaries - Part-Time,Salaries,Other Salaries,Salaries,Mississippi
4475,6161,,Classified Salaries - Part-Time,Salaries,Other Salaries,Salaries,Mississippi
4476,6170,,Classified Employees Unused Leave and/or Severance Pay,Salaries,Other Salaries,Salaries,Mississippi
4477,6210,,Teachers’ Retirement,Employee Benefits,Retirement Contributions,Employee Benefits,Mississippi
4478,6211,,Teachers’ Retirement,Employee Benefits,Retirement Contributions,Employee Benefits,Mississippi
4479,6220,,Non-Teacher Retirement,Employee Benefits,Retirement Contributions,Employee Benefits,Mississippi
4480,6221,,Non-Teacher Retirement,Employee Benefits,Retirement Contributions,Employee Benefits,Mississippi
4481,6230,,"Old Age, Survivors and Disability Insurance (OASDI) and Medicare",Employee Benefits,Health Insurance/Health Related Benefits,Employee Benefits,Mississippi
4482,6231,,"Old Age, Survivors and Disability Insurance (OASDI)",Employee Benefits,Other Employee Benefits,Employee Benefits,Mississippi
4483,6232,,Medicare,Employee Benefits,Health Insurance/Health Related Benefits,Employee Benefits,Mississippi
4484,6240,,Employee Insurance,Employee Benefits,Other Employee Benefits,Employee Benefits,Mississippi
4485,6241,,Employee Insurance,Employee Benefits,Other Employee Benefits,Employee Benefits,Mississippi
4486,6260,,Workers’ Compensation Insurance,Employee Benefits,Workers Compensation,Employee Benefits,Mississippi
4487,6261,,Workers’ Compensation Insurance,Employee Benefits,Workers Compensation,Employee Benefits,Mississippi
4488,6270,,Unemployment Compensation,Employee Benefits,Unemployment Benefits,Employee Benefits,Mississippi
4489,6271,,Unemployment Compensation,Employee Benefits,Unemployment Benefits,Employee Benefits,Mississippi
4490,6290,,Other Employer-Provided Services,Employee Benefits,Other Employee Benefits,Employee Benefits,Mississippi
4491,6291,,Other Employer-Provided Benefits,Employee Benefits,Other Employee Benefits,Employee Benefits,Mississippi
4492,6310,,Professional and Technical Services,Purchased Services,Purchased Professional Services,Purchased Professional and Technical Services,Mississippi
4493,6311,,Purchased Instructional Services,Purchased Services,Support Staff Salaries,Salaries,Mississippi
4494,6312,,Instructional Program Improvement Services,Purchased Services,Support Staff Salaries,Salaries,Mississippi
4495,6313,,Pupil Services,Purchased Services,Purchased Professional Services,Purchased Professional and Technical Services,Mississippi
4496,6314,,Staff Services,Purchased Services,Purchased Professional Services,Purchased Professional and Technical Services,Mississippi
4497,6315,,Audit Services,Purchased Services,Purchased Professional Services,Purchased Professional and Technical Services,Mississippi
4498,6316,,Data Processing and Technology Related Services,Purchased Services,Supplies - Technology,Supplies,Mississippi
4499,6317,,Legal Services,Purchased Services,Purchased Professional Services,Purchased Professional and Technical Services,Mississippi
4500,6318,,Election Services,Purchased Services,Purchased Professional Services,Purchased Professional and Technical Services,Mississippi
4501,6319,,Other Professional Services,Purchased Services,Purchased Professional Services,Purchased Professional and Technical Services,Mississippi
4502,6320,,Subawards Under Subagreements,Purchased Services,Miscellaneous,Other Financing Uses,Mississippi
4503,6321,,"Subawards Under Subagreements – First $25,000",Purchased Services,Miscellaneous,Other Financing Uses,Mississippi
4504,6322,,"Subawards Under Subagreements – In Excess of $25,000",Purchased Services,Miscellaneous,Other Financing Uses,Mississippi
4505,6330,,Property Services,Purchased Services,Buildings,Capital,Mississippi
4506,6331,,Cleaning Services,Purchased Services,Maintenance Costs,Purchased Property Services,Mississippi
4507,6332,,Repairs and Maintenance,Purchased Services,Maintenance Costs,Purchased Property Services,Mississippi
4508,63330,,Rentals - Land and Buildings,Purchased Services,Rentals,Purchased Property Services,Mississippi
4509,6334,,Rentals - Equipment,Purchased Services,Rentals,Purchased Property Services,Mississippi
4510,6335,,Water and Sewer,Purchased Services,Utilities/Energy,Purchased Property Services,Mississippi
4511,6336,,Trash Removal,Purchased Services,Maintenance Costs,Purchased Property Services,Mississippi
4512,6337,,Technology-Related Repairs and Maintenance,Purchased Services,Supplies - Technology,Supplies,Mississippi
4513,6338,,Rentals of Computers and Related Equipment,Purchased Services,Rentals,Purchased Property Services,Mississippi
4514,6339,,Other Property Services,Purchased Services,Other Property Services,Purchased Property Services,Mississippi
4515,6340,,Transportation Services,Purchased Services,Busing/Transportation,Purchased Professional and Technical Services,Mississippi
4516,6341,,Contracted Pupil Transportation To and From School,Purchased Services,Busing/Transportation,Purchased Professional and Technical Services,Mississippi
4517,6342,,Other Contracted Pupil Transportation - Non-Route,Purchased Services,Busing/Transportation,Purchased Professional and Technical Services,Mississippi
4518,6343,,Travel,Purchased Services,Travel,Purchased Professional and Technical Services,Mississippi
4519,6349,,Other Transportation Services,Purchased Services,Busing/Transportation,Purchased Professional and Technical Services,Mississippi
4520,6350,,Insurance - Other Than Employee Benefits,Purchased Services,Other Purchased Services,Purchased Professional and Technical Services,Mississippi
4521,6351,,Property Insurance,Purchased Services,Other Purchased Services,Purchased Professional and Technical Services,Mississippi
4522,6352,,Liability Insurance,Purchased Services,Other Purchased Services,Purchased Professional and Technical Services,Mississippi
4523,6353,,Fidelity Bond Premiums,Purchased Services,Debt Service,Other Financing Uses,Mississippi
4524,6359,,Judgments Against the LEA and Settlements,Purchased Services,Miscellaneous,Other Financing Uses,Mississippi
4525,6360,,Communication,Purchased Services,Other Purchased Services,Purchased Professional and Technical Services,Mississippi
4526,6361,,Communication,Purchased Services,Other Purchased Services,Purchased Professional and Technical Services,Mississippi
4527,6362,,Advertising,Purchased Services,Other Purchased Services,Purchased Professional and Technical Services,Mississippi
4528,6363,,Printing and Binding,Purchased Services,Other Purchased Services,Purchased Professional and Technical Services,Mississippi
4529,6370,,Dues and Memberships,Purchased Services,Miscellaneous,Other Financing Uses,Mississippi
4530,6371,,Dues and Memberships,Purchased Services,Miscellaneous,Other Financing Uses,Mississippi
4531,6390,,Other Purchased Services,Purchased Services,Food,Other Financing Uses,Mississippi
4532,6391,,Other Purchased Services,Purchased Services,Food,Other Financing Uses,Mississippi
4533,6398,,Other Expenses,Purchased Services,Miscellaneous,Other Financing Uses,Mississippi
4534,6410,,General Supplies,Supplies and Materials,Other Supplies,Supplies,Mississippi
4535,6411,,General Supplies,Supplies and Materials,Other Supplies,Supplies,Mississippi
4536,6412,,Supplies – Technology-Related,Supplies and Materials,Supplies - Technology,Supplies,Mississippi
4537,6430,,Textbooks,Supplies and Materials,Instructional Curriculum,Supplies,Mississippi
4538,6431,,Textbooks,Supplies and Materials,Instructional Curriculum,Supplies,Mississippi
4539,6440,,Library Books,Supplies and Materials,Instructional Curriculum,Supplies,Mississippi
4540,6441,,Library Books,Supplies and Materials,Instructional Curriculum,Supplies,Mississippi
4541,6450,,Periodicals and Instructional Resource Materials,Supplies and Materials,Instructional Curriculum,Supplies,Mississippi
4542,6451,,Resource Materials,Supplies and Materials,Instructional Curriculum,Supplies,Mississippi
4543,6460,,Warehouse Inventory Adjustment,Supplies and Materials,Other Supplies,Supplies,Mississippi
4544,6461,,Warehouse Inventory Adjustment,Supplies and Materials,Other Supplies,Supplies,Mississippi
4545,6470,,Food,Supplies and Materials,Food,Other Financing Uses,Mississippi
4546,6471,,Food Supplies - Exclude Non-Food Supplies,Supplies and Materials,Food,Other Financing Uses,Mississippi
4547,6480,,Energy,Supplies and Materials,Utilities/Energy,Purchased Property Services,Mississippi
4548,6481,,Electric,Supplies and Materials,Utilities/Energy,Purchased Property Services,Mississippi
4549,6482,,Gas - Natural,Supplies and Materials,Utilities/Energy,Purchased Property Services,Mississippi
4550,6483,,Gas - L.P.,Supplies and Materials,Utilities/Energy,Purchased Property Services,Mississippi
4551,6484,,Fuel Oil,Supplies and Materials,Utilities/Energy,Purchased Property Services,Mississippi
4552,6485,,Coal,Supplies and Materials,Utilities/Energy,Purchased Property Services,Mississippi
4553,6486,,Gasoline/Diesel,Supplies and Materials,Utilities/Energy,Purchased Property Services,Mississippi
4554,6490,,Other Supplies,Supplies and Materials,Miscellaneous,Other Financing Uses,Mississippi
4555,6491,,Other Supplies and Materials,Supplies and Materials,Miscellaneous,Other Financing Uses,Mississippi
4556,6510,,Land,Capital Outlay,Land,Capital,Mississippi
4557,6511,,Land,Capital Outlay,Land,Capital,Mississippi
4558,6520,,Buildings,Capital Outlay,Buildings,Capital,Mississippi
4559,6521,,Buildings,Capital Outlay,Buildings,Capital,Mississippi
4560,6530,,Improvements Other Than Buildings,Capital Outlay,Other Capital,Capital,Mississippi
4561,6531,,Improvements Other Than Buildings,Capital Outlay,Other Capital,Capital,Mississippi
4562,6540,,Equipment,Capital Outlay,Machinery and Equipment,Capital,Mississippi
4563,6541,,Regular Equipment,Capital Outlay,Machinery and Equipment,Capital,Mississippi
4564,6542,,Equipment - Classroom Instructional Apparatus,Capital Outlay,Machinery and Equipment,Capital,Mississippi
4565,6543,,Technology-Related Hardware,Capital Outlay,Machinery and Equipment,Capital,Mississippi
4566,6544,,Technology Software,Capital Outlay,Machinery and Equipment,Capital,Mississippi
4567,6550,,Vehicles,Capital Outlay,Machinery and Equipment,Capital,Mississippi
4568,6551,,Vehicles -Except School Buses,Capital Outlay,Machinery and Equipment,Capital,Mississippi
4569,6552,,Pupil Transportation Vehicles - School Buses,Capital Outlay,Machinery and Equipment,Capital,Mississippi
4570,6553,,School Buses - Purchased with Specific Non-Local Funds,Capital Outlay,Machinery and Equipment,Capital,Mississippi
4571,6590,,Other Capital Outlay,Capital Outlay,Other Capital,Capital,Mississippi
4572,6591,,Other Capital Outlay,Capital Outlay,Other Capital,Capital,Mississippi
4573,6610,,Principal,Long and Short Term Debt,Miscellaneous,Other Financing Uses,Mississippi
4574,6611,,Principal - Bonded Indebtedness,Long and Short Term Debt,Miscellaneous,Other Financing Uses,Mississippi
4575,6612,,Principal - Short Term Loans,Long and Short Term Debt,Miscellaneous,Other Financing Uses,Mississippi
4576,6613,,Principal - Lease Purchase Agreements,Long and Short Term Debt,Miscellaneous,Other Financing Uses,Mississippi
4577,6614,,Principal - Long Term Loans,Long and Short Term Debt,Debt Service,Other Financing Uses,Mississippi
4578,6620,,Interest,Long and Short Term Debt,Debt Service,Other Financing Uses,Mississippi
4579,6621,,Interest - Bonded Indebtedness,Long and Short Term Debt,Debt Service,Other Financing Uses,Mississippi
4580,6622,,Interest - Short Term Loans,Long and Short Term Debt,Debt Service,Other Financing Uses,Mississippi
4581,6623,,Interest - Lease Purchase Agreements,Long and Short Term Debt,Miscellaneous,Other Financing Uses,Mississippi
4582,6624,,Interest - Long Term Loans,Long and Short Term Debt,Debt Service,Other Financing Uses,Mississippi
4583,6630,,Fees,Long and Short Term Debt,Miscellaneous,Other Financing Uses,Mississippi
4584,6631,,Fees - Bonded Indebtedness,Long and Short Term Debt,Miscellaneous,Other Financing Uses,Mississippi
4585,6632,,Fees - Short Term Loans,Long and Short Term Debt,Miscellaneous,Other Financing Uses,Mississippi
4586,6633,,Fees - Lease Purchase Agreements,Long and Short Term Debt,Miscellaneous,Other Financing Uses,Mississippi
4587,6634,,Fees - Long Term Loans,Long and Short Term Debt,Miscellaneous,Other Financing Uses,Mississippi
4588,105,,SUPERINTENDENT/ESU ADMINISTRATOR,SALARIES,Administrative Salaries,Salaries,Nebraska
4589,110,,NON-INSTRUCTIONAL,SALARIES,Support Staff Salaries,Salaries,Nebraska
4590,111,,TEACHERS/PROFESSIONAL STAFF,SALARIES,Teachers Salaries,Salaries,Nebraska
4591,112,,INSTRUCTIONAL AIDES & ASSISTANTS,SALARIES,Support Staff Salaries,Salaries,Nebraska
4592,113,,SUBSTITUTE TEACHERS,SALARIES,Teachers Salaries,Salaries,Nebraska
4593,114,,TECHNICAL STAFF,SALARIES,Other Salaries,Salaries,Nebraska
4594,116,,PROFESSIONAL NON-CERTIFICATED DIRECTORS,SALARIES,Administrative Salaries,Salaries,Nebraska
4595,120,,NON-INSTRUCTIONAL,SALARIES,Support Staff Salaries,Salaries,Nebraska
4596,121,,TEACHERS/PROFESSIONAL STAFF,SALARIES,Teachers Salaries,Salaries,Nebraska
4597,122,,INSTRUCTIONAL AIDES & ASSISTANTS,SALARIES,Support Staff Salaries,Salaries,Nebraska
4598,123,,SUBSTITUTE TEACHERS,SALARIES,Teachers Salaries,Salaries,Nebraska
4599,124,,TECHNICAL STAFF,SALARIES,Other Salaries,Salaries,Nebraska
4600,126,,PROFESSIONAL NON-CERTIFICATED DIRECTORS,SALARIES,Administrative Salaries,Salaries,Nebraska
4601,130,,NON-INSTRUCTIONAL,SALARIES,Support Staff Salaries,Salaries,Nebraska
4602,131,,TEACHERS/PROFESSIONAL STAFF,SALARIES,Teachers Salaries,Salaries,Nebraska
4603,132,,INSTRUCTIONAL AIDES & ASSISTANTS,SALARIES,Support Staff Salaries,Salaries,Nebraska
4604,133,,SUBSTITUTE TEACHERS,SALARIES,Teachers Salaries,Salaries,Nebraska
4605,134,,TECHNICAL STAFF,SALARIES,Other Salaries,Salaries,Nebraska
4606,136,,PROFESSIONAL NON-CERTIFICATED DIRECTORS,SALARIES,Administrative Salaries,Salaries,Nebraska
4607,141,,TEACHERS/PROFESSIONAL STAFF,SALARIES,Teachers Salaries,Salaries,Nebraska
4608,150,,NON-INSTRUCTIONAL,ADDITIONAL COMPENSATION,Support Staff Salaries,Salaries,Nebraska
4609,151,,TEACHERS/PROFESSIONAL STAFF,ADDITIONAL COMPENSATION,Teachers Salaries,Salaries,Nebraska
4610,152,,INSTRUCTIONAL AIDES & ASSISTANTS,ADDITIONAL COMPENSATION,Support Staff Salaries,Salaries,Nebraska
4611,153,,SUBSTITUTE TEACHERS,ADDITIONAL COMPENSATION,Teachers Salaries,Salaries,Nebraska
4612,154,,TECHNICAL STAFF,ADDITIONAL COMPENSATION,Other Salaries,Salaries,Nebraska
4613,155,,SUPERINTENDENT/ESU ADMINISTRATOR,ADDITIONAL COMPENSATION,Administrative Salaries,Salaries,Nebraska
4614,156,,PROFESSIONAL NON-CERTIFICATED DIRECTORS,ADDITIONAL COMPENSATION,Administrative Salaries,Salaries,Nebraska
4615,210,,NON-INSTRUCTIONAL,EMPLOYEE BENEFITS,Retirement Contributions,Employee Benefits,Nebraska
4616,211,,TEACHERS/PROFESSIONAL STAFF,EMPLOYEE BENEFITS,Other Employee Benefits,Employee Benefits,Nebraska
4617,212,,INSTRUCTIONAL AIDES & ASSISTANTS,EMPLOYEE BENEFITS,Other Employee Benefits,Employee Benefits,Nebraska
4618,213,,SUBSTITUTE TEACHERS,EMPLOYEE BENEFITS,Retirement Contributions,Employee Benefits,Nebraska
4619,214,,TECHNICAL STAFF,EMPLOYEE BENEFITS,Other Employee Benefits,Employee Benefits,Nebraska
4620,215,,SUPERINTENDENT/ESU ADMINISTRATOR,EMPLOYEE BENEFITS,Other Employee Benefits,Employee Benefits,Nebraska
4621,216,,PROFESSIONAL NON-CERTIFICATED DIRECTORS,EMPLOYEE BENEFITS,Retirement Contributions,Employee Benefits,Nebraska
4622,220,,NON-INSTRUCTIONAL,EMPLOYEE BENEFITS,Retirement Contributions,Employee Benefits,Nebraska
4623,221,,TEACHERS/PROFESSIONAL STAFF,EMPLOYEE BENEFITS,Other Employee Benefits,Employee Benefits,Nebraska
4624,222,,INSTRUCTIONAL AIDES & ASSISTANTS,EMPLOYEE BENEFITS,Other Employee Benefits,Employee Benefits,Nebraska
4625,223,,SUBSTITUTE TEACHERS,EMPLOYEE BENEFITS,Retirement Contributions,Employee Benefits,Nebraska
4626,224,,TECHNICAL STAFF,EMPLOYEE BENEFITS,Other Employee Benefits,Employee Benefits,Nebraska
4627,225,,SUPERINTENDENT/ESU ADMINISTRATOR,EMPLOYEE BENEFITS,Other Employee Benefits,Employee Benefits,Nebraska
4628,226,,PROFESSIONAL NON-CERTIFICATED DIRECTORS,EMPLOYEE BENEFITS,Retirement Contributions,Employee Benefits,Nebraska
4629,230,,NON-INSTRUCTIONAL,RETIREMENT CONTRIBUTIONS,Retirement Contributions,Employee Benefits,Nebraska
4630,231,,TEACHERS/PROFESSIONAL STAFF,RETIREMENT CONTRIBUTIONS,Other Employee Benefits,Employee Benefits,Nebraska
4631,232,,INSTRUCTIONAL AIDES & ASSISTANTS,RETIREMENT CONTRIBUTIONS,Other Employee Benefits,Employee Benefits,Nebraska
4632,233,,SUBSTITUTE TEACHERS,RETIREMENT CONTRIBUTIONS,Retirement Contributions,Employee Benefits,Nebraska
4633,234,,TECHNICAL STAFF,RETIREMENT CONTRIBUTIONS,Other Employee Benefits,Employee Benefits,Nebraska
4634,235,,SUPERINTENDENT/ESU ADMINISTRATOR,RETIREMENT CONTRIBUTIONS,Other Employee Benefits,Employee Benefits,Nebraska
4635,236,,PROFESSIONAL NON-CERTIFICATED DIRECTORS,RETIREMENT CONTRIBUTIONS,Retirement Contributions,Employee Benefits,Nebraska
4636,237,,INCREASED RETIREMENT CONTRIBUTION,RETIREMENT CONTRIBUTIONS,Retirement Contributions,Employee Benefits,Nebraska
4637,238,,VOLUNTARY TERMINATION AGREEMENTS,RETIREMENT CONTRIBUTIONS,Other Employee Benefits,Employee Benefits,Nebraska
4638,239,,EARLY RETIREMENT CONTRIBUTIONS,RETIREMENT CONTRIBUTIONS,Retirement Contributions,Employee Benefits,Nebraska
4639,251,,TEACHERS/PROFESSIONAL STAFF,TUITION REIMBURSEMENT,Other Employee Benefits,Employee Benefits,Nebraska
4640,252,,INSTRUCTIONAL AIDES & ASSISTANTS,TUITION REIMBURSEMENT,Other Employee Benefits,Employee Benefits,Nebraska
4641,255,,SUPERINTENDENT/ESU ADMINISTRATOR,TUITION REIMBURSEMENT,Other Employee Benefits,Employee Benefits,Nebraska
4642,256,,PROFESSIONAL NON-CERTIFICATED DIRECTORS,TUITION REIMBURSEMENT,Retirement Contributions,Employee Benefits,Nebraska
4643,260,,NON-INSTRUCTIONAL,UNEMPLOYMENT COMPENSATION,Retirement Contributions,Employee Benefits,Nebraska
4644,261,,TEACHERS/PROFESSIONAL STAFF,UNEMPLOYMENT COMPENSATION,Other Employee Benefits,Employee Benefits,Nebraska
4645,262,,INSTRUCTIONAL AIDES & ASSISTANTS,UNEMPLOYMENT COMPENSATION,Other Employee Benefits,Employee Benefits,Nebraska
4646,263,,SUBSTITUTE TEACHERS,UNEMPLOYMENT COMPENSATION,Retirement Contributions,Employee Benefits,Nebraska
4647,254,,TECHNICAL STAFF,UNEMPLOYMENT COMPENSATION,Other Employee Benefits,Employee Benefits,Nebraska
4648,265,,SUPERINTENDENT/ESU ADMINISTRATOR,UNEMPLOYMENT COMPENSATION,Other Employee Benefits,Employee Benefits,Nebraska
4649,266,,PROFESSIONAL NON-CERTIFICATED DIRECTORS,UNEMPLOYMENT COMPENSATION,Retirement Contributions,Employee Benefits,Nebraska
4650,270,,NON-INSTRUCTIONAL,WORKERS’ COMPENSATION,Retirement Contributions,Employee Benefits,Nebraska
4651,271,,TEACHERS/PROFESSIONAL STAFF,WORKERS’ COMPENSATION,Other Employee Benefits,Employee Benefits,Nebraska
4652,272,,INSTRUCTIONAL AIDES & ASSISTANTS,WORKERS’ COMPENSATION,Other Employee Benefits,Employee Benefits,Nebraska
4653,273,,SUBSTITUTE TEACHERS,WORKERS’ COMPENSATION,Retirement Contributions,Employee Benefits,Nebraska
4654,274,,TECHNICAL STAFF,WORKERS’ COMPENSATION,Other Employee Benefits,Employee Benefits,Nebraska
4655,275,,SUPERINTENDENT/ESU ADMINISTRATOR,WORKERS’ COMPENSATION,Other Employee Benefits,Employee Benefits,Nebraska
4656,276,,PROFESSIONAL NON-CERTIFICATED DIRECTORS,WORKERS’ COMPENSATION,Retirement Contributions,Employee Benefits,Nebraska
4657,280,,NON-INSTRUCTIONAL,HEALTH BENEFITS,Retirement Contributions,Employee Benefits,Nebraska
4658,281,,TEACHERS/PROFESSIONAL STAFF,HEALTH BENEFITS,Other Employee Benefits,Employee Benefits,Nebraska
4659,282,,INSTRUCTIONAL AIDES & ASSISTANTS,HEALTH BENEFITS,Other Employee Benefits,Employee Benefits,Nebraska
4660,283,,SUBSTITUTE TEACHERS,HEALTH BENEFITS,Retirement Contributions,Employee Benefits,Nebraska
4661,284,,TECHNICAL STAFF,HEALTH BENEFITS,Other Employee Benefits,Employee Benefits,Nebraska
4662,285,,SUPERINTENDENT/ESU ADMINISTRATOR,HEALTH BENEFITS,Other Employee Benefits,Employee Benefits,Nebraska
4663,286,,PROFESSIONAL NON-CERTIFICATED DIRECTORS,HEALTH BENEFITS,Retirement Contributions,Employee Benefits,Nebraska
4664,287,,RETIREMENT INCENTIVE PLAN,HEALTH BENEFITS,Retirement Contributions,Employee Benefits,Nebraska
4665,288,,STAFF DEVELOPMENT ASSISTANCE,HEALTH BENEFITS,Other Employee Benefits,Employee Benefits,Nebraska
4666,290,,NON-INSTRUCTIONAL,OTHER EMPLOYEE BENEFITS,Retirement Contributions,Employee Benefits,Nebraska
4667,291,,TEACHERS/PROFESSIONAL STAFF,OTHER EMPLOYEE BENEFITS,Other Employee Benefits,Employee Benefits,Nebraska
4668,292,,INSTRUCTIONAL AIDES & ASSISTANTS,OTHER EMPLOYEE BENEFITS,Other Employee Benefits,Employee Benefits,Nebraska
4669,293,,SUBSTITUTE TEACHERS,OTHER EMPLOYEE BENEFITS,Retirement Contributions,Employee Benefits,Nebraska
4670,294,,TECHNICAL STAFF,OTHER EMPLOYEE BENEFITS,Other Employee Benefits,Employee Benefits,Nebraska
4671,295,,SUPERINTENDENT/ESU ADMINISTRATOR,OTHER EMPLOYEE BENEFITS,Other Employee Benefits,Employee Benefits,Nebraska
4672,296,,PROFESSIONAL NON-CERTIFICATED DIRECTORS,OTHER EMPLOYEE BENEFITS,Retirement Contributions,Employee Benefits,Nebraska
4673,310,,OFFICIAL/ADMINISTRATIVE SERVICES,PURCHASED PROFESSIONAL & TECHNICAL SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Nebraska
4674,314,,LOBBYIST FEES/EXPENSES,PURCHASED PROFESSIONAL & TECHNICAL SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Nebraska
4675,315,,ACCOUNTING/AUDITING SERVICES,PURCHASED PROFESSIONAL & TECHNICAL SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Nebraska
4676,317,,CONTRACTED LEGAL SERVICES,PURCHASED PROFESSIONAL & TECHNICAL SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Nebraska
4677,320,,PROFESSIONAL EDUCATIONAL SERVICES,PURCHASED PROFESSIONAL & TECHNICAL SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Nebraska
4678,330,,EMPLOYEE TRAINING & DEVELOPMENTAL SERVICES,PURCHASED PROFESSIONAL & TECHNICAL SERVICES,Other Purchased Services,Purchased Professional and Technical Services,Nebraska
4679,332,,MILEAGE PAID TO PARENTS,PURCHASED PROFESSIONAL & TECHNICAL SERVICES,Miscellaneous,Other Financing Uses,Nebraska
4680,333,,MILEAGE PAID TO STAFF,PURCHASED PROFESSIONAL & TECHNICAL SERVICES,Miscellaneous,Other Financing Uses,Nebraska
4681,334,,MILEAGE PAID – OTHER,PURCHASED PROFESSIONAL & TECHNICAL SERVICES,Miscellaneous,Other Financing Uses,Nebraska
4682,340,,OTHER PROFESSIONAL SERVICES,PURCHASED PROFESSIONAL & TECHNICAL SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Nebraska
4683,350,,TECHNICAL SERVICES,PURCHASED PROFESSIONAL & TECHNICAL SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Nebraska
4684,351,,DATA-PROCESSING & CODING SERVICES,PURCHASED PROFESSIONAL & TECHNICAL SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Nebraska
4685,352,,OTHER TECHNICAL SERVICES,PURCHASED PROFESSIONAL & TECHNICAL SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Nebraska
4686,382,,DISTANCE EDUCATION & TELECOMMUNICATIONS,PURCHASED PROFESSIONAL & TECHNICAL SERVICES,Other Purchased Services,Purchased Professional and Technical Services,Nebraska
4687,395,,"SUBAWARDS/SUBCONTRACTS $25,000 OR LESS",PURCHASED PROFESSIONAL & TECHNICAL SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Nebraska
4688,396,,SUBAWARDS/SUBCONTRACTS,PURCHASED PROFESSIONAL & TECHNICAL SERVICES,Purchased Professional Services,Purchased Professional and Technical Services,Nebraska
4689,410,,UTILITY SERVICES,PURCHASED PROPERTY SERVICES,Utilities/Energy,Purchased Property Services,Nebraska
4690,420,,CLEANING SERVICES,PURCHASED PROPERTY SERVICES,Maintenance Costs,Purchased Property Services,Nebraska
4691,431,,NON-TECHNOLOGY RELATED REPAIRS & MAINTENANCE,PURCHASED PROPERTY SERVICES,Maintenance Costs,Purchased Property Services,Nebraska
4692,432,,TECHNOLOGY RELATED REPAIRS & MAINTENANCE,PURCHASED PROPERTY SERVICES,Maintenance Costs,Purchased Property Services,Nebraska
4693,440,,RENTALS – OTHER,PURCHASED PROPERTY SERVICES,Rentals,Purchased Property Services,Nebraska
4694,441,,RENTALS OF LAND & BUILDINGS,PURCHASED PROPERTY SERVICES,Rentals,Purchased Property Services,Nebraska
4695,442,,RENTALS OF EQUIPMENT & VEHICLES,PURCHASED PROPERTY SERVICES,Rentals,Purchased Property Services,Nebraska
4696,443,,RENTALS OF COMPUTERS & RELATED EQUIPMENT,PURCHASED PROPERTY SERVICES,Rentals,Purchased Property Services,Nebraska
4697,450,,CONSTRUCTION SERVICES,PURCHASED PROPERTY SERVICES,Buildings,Capital,Nebraska
4698,490,,OTHER PURCHASED PROPERTY SERVICES,PURCHASED PROPERTY SERVICES,Other Property Services,Purchased Property Services,Nebraska
4699,510,,STUDENT TRANSPORTATION SERVICES,OTHER PURCHASED SERVICES,Busing/Transportation,Purchased Professional and Technical Services,Nebraska
4700,511,,STUDENT TRANSPORTATION PURCHASED FROM ANOTHER DISTRICT WITHIN THE STATE,OTHER PURCHASED SERVICES,Busing/Transportation,Purchased Professional and Technical Services,Nebraska
4701,512,,STUDENT TRANSPORTATION PURCHASED FROM ANOTHER DISTRICT OUTSIDE THE STATE,OTHER PURCHASED SERVICES,Busing/Transportation,Purchased Professional and Technical Services,Nebraska
4702,519,,STUDENT TRANSPORTATION PURCHASED FROM OTHER SOURCES,OTHER PURCHASED SERVICES,Busing/Transportation,Purchased Professional and Technical Services,Nebraska
4703,520,,INSURANCE (OTHER THAN EMPLOYEE BENEFITS),OTHER PURCHASED SERVICES,Other Purchased Services,Purchased Professional and Technical Services,Nebraska
4704,521,,FIDELITY BOND PREMIUMS,OTHER PURCHASED SERVICES,Debt Service,Other Financing Uses,Nebraska
4705,530,,COMMUNICATIONS,OTHER PURCHASED SERVICES,Miscellaneous,Other Financing Uses,Nebraska
4706,531,,POSTAGE,OTHER PURCHASED SERVICES,Other Purchased Services,Purchased Professional and Technical Services,Nebraska
4707,540,,ADVERTISING,OTHER PURCHASED SERVICES,Other Purchased Services,Purchased Professional and Technical Services,Nebraska
4708,550,,PRINTING & BINDING,OTHER PURCHASED SERVICES,Other Purchased Services,Purchased Professional and Technical Services,Nebraska
4709,561,,TUITION TO OTHER DISTRICTS WITHIN THE STATE,OTHER PURCHASED SERVICES,Tuition,Employee Benefits,Nebraska
4710,565,,TUITION TO POSTSECONDARY SCHOOLS,OTHER PURCHASED SERVICES,Tuition,Employee Benefits,Nebraska
